"INT/EXT";"CODE FOURNISSEUR";"CODE COLLECTION";"CODE COULEUR";"CATEGORIE";"DIMENSION";"COULEUR";"REF1";"REF2";"DIMENSION2";"PRIX PUBLIC TTC";"PRIX PROMO TTC";"FOURNISSEUR";"COLLECTION";"COLLISAGE";"UNITE";"FINITION"
"INT";100;"I";4;" PLINTHE ";760;"AZUL";"MC";"VA";760;" 25 € ";" 25 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"I";4;" MOSAIQ ";3030;"AZUL";"MC";"VA";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"I";5;" CARRELAGE ";3060;"OTTONE";"MC";"VA";3060;" 48 € ";" 48 € ";"MARCA CORONA";"VULCANICA";1,26;"m²";0
"INT";100;"I";5;" CARRELAGE ";6060;"OTTONE";"MC";"VA";6060;" 54 € ";" 54 € ";"MARCA CORONA";"VULCANICA";1,08;"m²";0
"INT";100;"I";5;" CARRELAGE ";60120;"OTTONE";"MC";"VA";60120;" 65 € ";" 65 € ";"MARCA CORONA";"VULCANICA";1,44;"m²";0
"EXT";100;"I";5;" CARRELAGE ";60120;"OTTONE";"MC";"VA";60120;" 65 € ";" 65 € ";"MARCA CORONA";"VULCANICA";1,44;"m²";0
"INT";100;"I";5;" CARRELAGE ";120120;"OTTONE";"MC";"VA";120120;" 76 € ";" 76 € ";"MARCA CORONA";"VULCANICA";2,88;"m²";0
"INT";100;"I";5;" PLINTHE ";760;"OTTONE";"MC";"VA";760;" 25 € ";" 25 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"I";5;" MOSAIQ ";3030;"OTTONE";"MC";"VA";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"I";6;" CARRELAGE ";3060;"VERDIRAME";"MC";"VA";3060;" 48 € ";" 48 € ";"MARCA CORONA";"VULCANICA";1,26;"m²";0
"INT";100;"I";6;" CARRELAGE ";6060;"VERDIRAME";"MC";"VA";6060;" 54 € ";" 54 € ";"MARCA CORONA";"VULCANICA";1,08;"m²";0
"INT";100;"I";6;" CARRELAGE ";60120;"VERDIRAME";"MC";"VA";60120;" 65 € ";" 65 € ";"MARCA CORONA";"VULCANICA";1,44;"m²";0
"INT";100;"I";6;" CARRELAGE ";120120;"VERDIRAME";"MC";"VA";120120;" 76 € ";" 76 € ";"MARCA CORONA";"VULCANICA";2,88;"m²";0
"INT";100;"I";6;" PLINTHE ";760;"VERDIRAME";"MC";"VA";760;" 25 € ";" 25 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"I";6;" MOSAIQ ";3030;"VERDIRAME";"MC";"VA";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"I";7;" CARRELAGE ";60120;"PATINA";"MC";"VA";60120;" 68 € ";" 68 € ";"MARCA CORONA";"VULCANICA";1,44;"m²";0
"INT";100;"J";1;" CARRELAGE ";3060;"CAOLINO";"MC";"ME";3060;" 48 € ";" 48 € ";"MARCA CORONA";"MULTIFORME DUNE";1,26;"m²";0
"INT";100;"J";1;" CARRELAGE ";6060;"CAOLINO";"MC";"ME";6060;" 54 € ";" 54 € ";"MARCA CORONA";"MULTIFORME DUNE";1,08;"m²";0
"INT";100;"J";1;" CARRELAGE ";8080;"CAOLINO";"MC";"ME";8080;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,25;"m²";0
"INT";100;"J";1;" CARRELAGE ";60120;"CAOLINO";"MC";"ME";60120;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,44;"m²";0
"INT";100;"J";1;" CARRELAGE ";120120;"CAOLINO";"MC";"ME";120120;" 70 € ";" 70 € ";"MARCA CORONA";"MULTIFORME DUNE";2,88;"m²";0
"INT";100;"J";1;" PLINTHE ";760;"CAOLINO";"MC";"ME";760;" 24 € ";" 24 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"J";1;" MOSAIQ ";3030;"CAOLINO";"MC";"ME";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"J";2;" CARRELAGE ";3060;"CRETA";"MC";"ME";3060;" 48 € ";" 48 € ";"MARCA CORONA";"MULTIFORME DUNE";1,26;"m²";0
"INT";100;"J";2;" CARRELAGE ";6060;"CRETA";"MC";"ME";6060;" 54 € ";" 54 € ";"MARCA CORONA";"MULTIFORME DUNE";1,08;"m²";0
"EXT";100;"J";2;" CARRELAGE ";6060;"CRETA";"MC";"ME";6060;" 54 € ";" 54 € ";"MARCA CORONA";"MULTIFORME DUNE";1,08;"m²";0
"INT";100;"J";2;" CARRELAGE ";8080;"CRETA";"MC";"ME";8080;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,25;"m²";0
"INT";100;"J";2;" CARRELAGE ";60120;"CRETA";"MC";"ME";60120;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,44;"m²";0
"INT";100;"J";2;" CARRELAGE ";120120;"CRETA";"MC";"ME";120120;" 70 € ";" 70 € ";"MARCA CORONA";"MULTIFORME DUNE";2,88;"m²";0
"INT";100;"J";2;" PLINTHE ";760;"CRETA";"MC";"ME";760;" 24 € ";" 24 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"J";2;" MOSAIQ ";3030;"CRETA";"MC";"ME";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"J";3;" CARRELAGE ";3060;"FOSSILE";"MC";"ME";3060;" 48 € ";" 48 € ";"MARCA CORONA";"MULTIFORME DUNE";1,26;"m²";0
"INT";100;"J";3;" CARRELAGE ";6060;"FOSSILE";"MC";"ME";6060;" 54 € ";" 54 € ";"MARCA CORONA";"MULTIFORME DUNE";1,08;"m²";0
"INT";100;"J";3;" CARRELAGE ";8080;"FOSSILE";"MC";"ME";8080;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,25;"m²";0
"INT";100;"J";3;" CARRELAGE ";60120;"FOSSILE";"MC";"ME";60120;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,44;"m²";0
"INT";100;"J";3;" CARRELAGE ";120120;"FOSSILE";"MC";"ME";120120;" 70 € ";" 70 € ";"MARCA CORONA";"MULTIFORME DUNE";2,88;"m²";0
"INT";100;"J";3;" PLINTHE ";760;"FOSSILE";"MC";"ME";760;" 24 € ";" 24 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"J";3;" MOSAIQ ";3030;"FOSSILE";"MC";"ME";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"J";4;" CARRELAGE ";3060;"TUFO";"MC";"ME";3060;" 48 € ";" 48 € ";"MARCA CORONA";"MULTIFORME DUNE";1,26;"m²";0
"INT";100;"J";4;" CARRELAGE ";6060;"TUFO";"MC";"ME";6060;" 54 € ";" 54 € ";"MARCA CORONA";"MULTIFORME DUNE";1,08;"m²";0
"EXT";100;"J";4;" CARRELAGE ";6060;"TUFO";"MC";"ME";6060;" 54 € ";" 54 € ";"MARCA CORONA";"MULTIFORME DUNE";1,08;"m²";0
"INT";100;"J";4;" CARRELAGE ";8080;"TUFO";"MC";"ME";8080;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,25;"m²";0
"INT";100;"J";4;" CARRELAGE ";60120;"TUFO";"MC";"ME";60120;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,44;"m²";0
"INT";100;"J";4;" CARRELAGE ";120120;"TUFO";"MC";"ME";120120;" 70 € ";" 70 € ";"MARCA CORONA";"MULTIFORME DUNE";2,88;"m²";0
"INT";100;"J";4;" PLINTHE ";760;"TUFO";"MC";"ME";760;" 24 € ";" 24 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"J";4;" MOSAIQ ";3030;"TUFO";"MC";"ME";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"J";5;" CARRELAGE ";8080;"MARSALA";"MC";"ME";8080;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,25;"m²";0
"INT";100;"J";5;" CARRELAGE ";60120;"MARSALA";"MC";"ME";60120;" 60 € ";" 60 € ";"MARCA CORONA";"MULTIFORME DUNE";1,44;"m²";0
"INT";100;"J";5;" CARRELAGE ";120120;"MARSALA";"MC";"ME";120120;" 70 € ";" 70 € ";"MARCA CORONA";"MULTIFORME DUNE";2,88;"m²";0
"INT";100;"J";5;" PLINTHE ";760;"MARSALA";"MC";"ME";760;" 24 € ";" 24 € ";"MARCA CORONA";"VULCANICA";7,2;"ml";0
"INT";100;"J";5;" MOSAIQ ";3030;"MARSALA";"MC";"ME";3030;" 16 € ";" 16 € ";"MARCA CORONA";"VULCANICA";5;"pce";0
"INT";100;"P";1;" CARRELAGE ";3060;"WHITE";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"EXT";100;"P";1;" CARRELAGE ";3060;"WHITE";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"INT";100;"P";1;" CARRELAGE ";6060;"WHITE";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"EXT";100;"P";1;" CARRELAGE ";6060;"WHITE";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"INT";100;"P";1;" CARRELAGE ";8080;"WHITE";"MC";"SCD";8080;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,28;"m²";0
"INT";100;"P";1;" CARRELAGE ";60120;"WHITE";"MC";"SCD";60120;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,44;"m²";0
"INT";100;"P";1;" CARRELAGE ";120120;"WHITE";"MC";"SCD";120120;" 73 € ";" 73 € ";"MARCA CORONA";"STONECLOUD";2,88;"m²";0
"INT";100;"P";2;" CARRELAGE ";3060;"IVORY";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"EXT";100;"P";2;" CARRELAGE ";3060;"IVORY";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"INT";100;"P";2;" CARRELAGE ";6060;"IVORY";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"EXT";100;"P";2;" CARRELAGE ";6060;"IVORY";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"INT";100;"P";2;" CARRELAGE ";8080;"IVORY";"MC";"SCD";8080;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,28;"m²";0
"INT";100;"P";2;" CARRELAGE ";60120;"IVORY";"MC";"SCD";60120;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,44;"m²";0
"INT";100;"P";2;" CARRELAGE ";120120;"IVORY";"MC";"SCD";120120;" 73 € ";" 73 € ";"MARCA CORONA";"STONECLOUD";2,88;"m²";0
"INT";100;"P";3;" CARRELAGE ";3060;"GREY";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"EXT";100;"P";3;" CARRELAGE ";3060;"GREY";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"INT";100;"P";3;" CARRELAGE ";6060;"GREY";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"EXT";100;"P";3;" CARRELAGE ";6060;"GREY";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"INT";100;"P";3;" CARRELAGE ";8080;"GREY";"MC";"SCD";8080;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,28;"m²";0
"INT";100;"P";3;" CARRELAGE ";60120;"GREY";"MC";"SCD";60120;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,44;"m²";0
"INT";100;"P";3;" CARRELAGE ";120120;"GREY";"MC";"SCD";120120;" 73 € ";" 73 € ";"MARCA CORONA";"STONECLOUD";2,88;"m²";0
"INT";100;"P";4;" CARRELAGE ";3060;"DARK";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"EXT";100;"P";4;" CARRELAGE ";3060;"DARK";"MC";"SCD";3060;" 48 € ";" 48 € ";"MARCA CORONA";"STONECLOUD";1,26;"m²";0
"INT";100;"P";4;" CARRELAGE ";6060;"DARK";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"EXT";100;"P";4;" CARRELAGE ";6060;"DARK";"MC";"SCD";6060;" 54 € ";" 54 € ";"MARCA CORONA";"STONECLOUD";1,08;"m²";0
"INT";100;"P";4;" CARRELAGE ";8080;"DARK";"MC";"SCD";8080;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,28;"m²";0
"INT";100;"P";4;" CARRELAGE ";60120;"DARK";"MC";"SCD";60120;" 60 € ";" 60 € ";"MARCA CORONA";"STONECLOUD";1,44;"m²";0
"INT";100;"P";4;" CARRELAGE ";120120;"DARK";"MC";"SCD";120120;" 73 € ";" 73 € ";"MARCA CORONA";"STONECLOUD";2,88;"m²";0
"INT ";100;"S";1;" CARRELAGE ";20120;"AVORIO";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"EXT";100;"S";1;" CARRELAGE ";20120;"AVORIO";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"INT ";100;"S";2;" CARRELAGE ";20120;"BEIGE";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"EXT";100;"S";2;" CARRELAGE ";20120;"BEIGE";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"INT ";100;"S";3;" CARRELAGE ";20120;"DORATO";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"EXT";100;"S";3;" CARRELAGE ";20120;"DORATO";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"INT ";100;"S";4;" CARRELAGE ";20120;"BRUNO";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"EXT";100;"S";4;" CARRELAGE ";20120;"BRUNO";"MC";"ELS";20120;" 54 € ";" 54 € ";"MARCA CORONA";"ELISIR";1,44;"m²";0
"INT";100;"V";1;" CARRELAGE ";20120;"DORATO";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"EXT";100;"V";1;" CARRELAGE ";20120;"DORATO";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"INT";100;"V";2;" CARRELAGE ";20120;"FUMÉ";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"EXT";100;"V";2;" CARRELAGE ";20120;"FUMÉ";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"INT";100;"V";3;" CARRELAGE ";20120;"CASTANO";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"EXT";100;"V";3;" CARRELAGE ";20120;"CASTANO";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"INT";100;"V";4;" CARRELAGE ";20120;"BEIGE";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"EXT";100;"V";4;" CARRELAGE ";20120;"BEIGE ";"MC";"ERY";20120;" 54 € ";" 54 € ";"MARCA CORONA ";"ELISIR ROYAL";1,44;"m²";0
"INT";100;"X";1;" CARRELAGE ";3060;"ARCTIC";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"EXT";100;"X";1;" CARRELAGE ";3060;"ARCTIC";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"INT";100;"X";1;" CARRELAGE ";6060;"ARCTIC";"MC";"AKQ";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKIQUARTZ";1,08;"m²";0
"INT";100;"X";1;" CARRELAGE ";60120;"ARCTIC";"MC";"AKQ";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKIQUARTZ";1,44;"m²";0
"INT";100;"X";2;" CARRELAGE ";3060;"PUMICE";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"EXT";100;"X";2;" CARRELAGE ";3060;"PUMICE";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"INT";100;"X";2;" CARRELAGE ";6060;"PUMICE";"MC";"AKQ";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKIQUARTZ";1,08;"m²";0
"INT";100;"X";2;" CARRELAGE ";60120;"PUMICE";"MC";"AKQ";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKIQUARTZ";1,44;"m²";0
"INT";100;"X";3;" CARRELAGE ";3060;"PEARL";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"EXT";100;"X";3;" CARRELAGE ";3060;"PEARL";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"INT";100;"X";3;" CARRELAGE ";6060;"PEARL";"MC";"AKQ";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKIQUARTZ";1,08;"m²";0
"INT";100;"X";3;" CARRELAGE ";60120;"PEARL";"MC";"AKQ";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKIQUARTZ";1,44;"m²";0
"INT";100;"X";4;" CARRELAGE ";3060;"TITANIUM";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"EXT";100;"X";4;" CARRELAGE ";3060;"TITANIUM";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"INT";100;"X";4;" CARRELAGE ";6060;"TITANIUM";"MC";"AKQ";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKIQUARTZ";1,08;"m²";0
"INT";100;"X";4;" CARRELAGE ";60120;"TITANIUM";"MC";"AKQ";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKIQUARTZ";1,44;"m²";0
"INT";100;"X";5;" CARRELAGE ";3060;"GRAPHITE";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"EXT";100;"X";5;" CARRELAGE ";3060;"GRAPHITE";"MC";"AKQ";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKIQUARTZ";1,26;"m²";0
"INT";100;"X";5;" CARRELAGE ";6060;"GRAPHITE";"MC";"AKQ";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKIQUARTZ";1,08;"m²";0
"INT";100;"X";5;" CARRELAGE ";60120;"GRAPHITE";"MC";"AKQ";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKIQUARTZ";1,44;"m²";0
"INT";100;"Y";1;" CARRELAGE ";120120;"SHADE WARM";"MC";"AKS";120120;" 73 € ";" 73 € ";"MARCA CORONA";"ARKISTYLE";2,88;"m²";0
"INT";100;"Y";1;" CARRELAGE ";60120;"SHADE WARM";"MC";"AKS";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKISTYLE";1,44;"m²";0
"EXT";100;"Y";1;" CARRELAGE ";3060;"SHADE WARM";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"INT";100;"Y";2;" CARRELAGE ";120120;"EARTH";"MC";"AKS";120120;" 73 € ";" 73 € ";"MARCA CORONA";"ARKISTYLE";2,88;"m²";0
"INT";100;"Y";2;" CARRELAGE ";60120;"EARTH";"MC";"AKS";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKISTYLE";1,44;"m²";0
"INT";100;"Y";2;" CARRELAGE ";6060;"EARTH";"MC";"AKS";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKISTYLE";1,08;"m²";0
"INT";100;"Y";2;" CARRELAGE ";3060;"EARTH";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"EXT";100;"Y";2;" CARRELAGE ";3060;"EARTH";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"INT";100;"Y";3;" CARRELAGE ";120120;"SAND";"MC";"AKS";120120;" 73 € ";" 73 € ";"MARCA CORONA";"ARKISTYLE";2,88;"m²";0
"INT";100;"Y";3;" CARRELAGE ";60120;"SAND";"MC";"AKS";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKISTYLE";1,44;"m²";0
"INT";100;"Y";3;" CARRELAGE ";6060;"SAND";"MC";"AKS";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKISTYLE";1,08;"m²";0
"INT";100;"Y";3;" CARRELAGE ";3060;"SAND";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"EXT";100;"Y";3;" CARRELAGE ";3060;"SAND";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"INT";100;"Y";4;" CARRELAGE ";120120;"CLAY";"MC";"AKS";120120;" 73 € ";" 73 € ";"MARCA CORONA";"ARKISTYLE";2,88;"m²";0
"INT";100;"Y";4;" CARRELAGE ";60120;"CLAY";"MC";"AKS";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKISTYLE";1,44;"m²";0
"INT";100;"Y";4;" CARRELAGE ";6060;"CLAY";"MC";"AKS";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKISTYLE";1,08;"m²";0
"INT";100;"Y";4;" CARRELAGE ";3060;"CLAY";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"EXT";100;"Y";4;" CARRELAGE ";3060;"CLAY";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"INT";100;"Y";5;" CARRELAGE ";120120;"LIMY";"MC";"AKS";120120;" 73 € ";" 73 € ";"MARCA CORONA";"ARKISTYLE";2,88;"m²";0
"INT";100;"Y";5;" CARRELAGE ";60120;"LIMY";"MC";"AKS";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKISTYLE";1,44;"m²";0
"INT";100;"Y";5;" CARRELAGE ";6060;"LIMY";"MC";"AKS";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKISTYLE";1,08;"m²";0
"INT";100;"Y";5;" CARRELAGE ";3060;"LIMY";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"EXT";100;"Y";5;" CARRELAGE ";3060;"LIMY";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"INT";100;"Y";6;" CARRELAGE ";120120;"FOSSIL";"MC";"AKS";120120;" 73 € ";" 73 € ";"MARCA CORONA";"ARKISTYLE";2,88;"m²";0
"INT";100;"Y";6;" CARRELAGE ";60120;"FOSSIL";"MC";"AKS";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKISTYLE";1,44;"m²";0
"INT";100;"Y";6;" CARRELAGE ";6060;"FOSSIL";"MC";"AKS";6060;" 54 € ";" 54 € ";"MARCA CORONA";"ARKISTYLE";1,08;"m²";0
"INT";100;"Y";6;" CARRELAGE ";3060;"FOSSIL";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"EXT";100;"Y";6;" CARRELAGE ";3060;"FOSSIL";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"INT";100;"Y";7;" CARRELAGE ";120120;"SHADE COLD";"MC";"AKS";120120;" 73 € ";" 73 € ";"MARCA CORONA";"ARKISTYLE";2,88;"m²";0
"INT";100;"Y";7;" CARRELAGE ";60120;"SHADE COLD";"MC";"AKS";60120;" 60 € ";" 60 € ";"MARCA CORONA";"ARKISTYLE";1,44;"m²";0
"EXT";100;"Y";7;" CARRELAGE ";3060;"SHADE COLD";"MC";"AKS";3060;" 48 € ";" 48 € ";"MARCA CORONA";"ARKISTYLE";1,26;"m²";0
"INT ";110;"B";1;" CARRELAGE ";20120;"AVORIO";"MA";"CA";20120;" 41 € ";" 41 € ";"MODA";"CLOROFILLA";0,99;"m²";0
"INT ";110;"B";2;" CARRELAGE ";20120;"MIELE";"MA";"CA";20120;" 41 € ";" 41 € ";"MODA";"CLOROFILLA";0,99;"m²";0
"EXT";110;"B";2;" CARRELAGE ";20120;"MIELE";"MA";"CA";20120;" 41 € ";" 41 € ";"MODA";"CLOROFILLA";0,99;"m²";0
"INT ";110;"B";3;" CARRELAGE ";20120;"NOCCIOLA";"MA";"CA";20120;" 41 € ";" 41 € ";"MODA";"CLOROFILLA";0,99;"m²";0
"EXT";110;"B";3;" CARRELAGE ";20120;"NOCCIOLA";"MA";"CA";20120;" 41 € ";" 41 € ";"MODA";"CLOROFILLA";0,99;"m²";0
"INT ";110;"B";4;" CARRELAGE ";20120;"GRIGIO";"MA";"CA";20120;" 41 € ";" 41 € ";"MODA";"CLOROFILLA";0,99;"m²";0
"INT ";110;"C";1;" CARRELAGE ";3060;"IVORY";"MA";"HN";3060;" 44 € ";" 44 € ";"MODA";"HORIZON CREED";1,08;"m²";0
"EXT";110;"C";1;" CARRELAGE ";3060;"IVORY";"MA";"HN";3060;" 47 € ";" 47 € ";"MODA";"HORIZON CREED";1,08;"m²";0
"INT ";110;"C";1;" CARRELAGE ";6060;"IVORY";"MA";"HN";6060;" 44 € ";" 44 € ";"MODA";"HORIZON CREED";1,44;"m²";0
"EXT";110;"C";1;" CARRELAGE ";6060;"IVORY";"MA";"HN";6060;" 47 € ";" 47 € ";"MODA";"HORIZON CREED";1,44;"m²";0
"INT ";110;"C";1;" CARRELAGE ";60120;"IVORY";"MA";"HN";60120;" 52 € ";" 52 € ";"MODA";"HORIZON CREED";1,44;"m²";0
"INT ";110;"C";2;" CARRELAGE ";3060;"SILVER";"MA";"HN";3060;" 44 € ";" 44 € ";"MODA";"HORIZON CREED";1,08;"m²";0
"EXT";110;"C";2;" CARRELAGE ";3060;"SILVER";"MA";"HN";3060;" 47 € ";" 47 € ";"MODA";"HORIZON CREED";1,08;"m²";0
"INT ";110;"C";2;" CARRELAGE ";6060;"SILVER";"MA";"HN";6060;" 44 € ";" 44 € ";"MODA";"HORIZON CREED";1,44;"m²";0
